,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
290363,C562375,22952,60 CAKE CASES VINTAGE CHRISTMAS,-240,2011-08-04 14:46:00,0.42,14911.0,EIRE
383074,C569995,22952,60 CAKE CASES VINTAGE CHRISTMAS,-24,2011-10-06 20:36:00,0.55,14557.0,United Kingdom
394020,C570867,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,-10,2011-10-12 16:17:00,1.65,12607.0,USA
394021,C570867,22738,RIBBON REEL SNOWY VILLAGE,-10,2011-10-12 16:17:00,1.65,12607.0,USA
433987,C574019,22738,RIBBON REEL SNOWY VILLAGE,-120,2011-11-02 12:05:00,1.45,12415.0,Australia
74279,C542413,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,-24,2011-01-27 17:11:00,0.85,16923.0,United Kingdom
290367,C562375,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,-192,2011-08-04 14:46:00,0.72,14911.0,EIRE
354575,C567884,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,-2,2011-09-22 15:08:00,0.85,13627.0,United Kingdom
383077,C569995,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,-24,2011-10-06 20:36:00,0.85,14557.0,United Kingdom
395107,C570996,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,-12,2011-10-13 12:02:00,0.85,14849.0,United Kingdom
467489,C576350,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,-4,2011-11-14 15:41:00,0.85,17730.0,United Kingdom
537573,C581322,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,-1,2011-12-08 11:51:00,0.85,18223.0,United Kingdom
354120,567862,35591T,missing,-4,2011-09-22 14:02:00,0.0,nan,United Kingdom
5236,C536850,22186,RED STAR CARD HOLDER,-48,2010-12-03 09:47:00,2.55,14213.0,United Kingdom
410569,C572111,22186,RED STAR CARD HOLDER,-3,2011-10-20 19:13:00,1.95,13136.0,United Kingdom
440206,C574515,22186,RED STAR CARD HOLDER,-1,2011-11-04 13:38:00,1.95,15159.0,United Kingdom
464995,C576199,22186,RED STAR CARD HOLDER,-1,2011-11-14 12:13:00,1.95,12610.0,Italy
1986,C536548,22580,ADVENT CALENDAR GINGHAM SACK,-4,2010-12-01 14:33:00,5.95,12472.0,Germany
5235,C536850,22580,ADVENT CALENDAR GINGHAM SACK,-48,2010-12-03 09:47:00,4.95,14213.0,United Kingdom
14022,C537444,22580,ADVENT CALENDAR GINGHAM SACK,-8,2010-12-07 08:42:00,5.95,14850.0,United Kingdom
78234,C542860,22580,ADVENT CALENDAR GINGHAM SACK,-1,2011-02-01 11:43:00,5.95,nan,United Kingdom
119510,C546548,22147,FELTCRAFT BUTTERFLY HEARTS,-1,2011-03-14 16:42:00,1.45,16518.0,United Kingdom
171762,C551464,22147,FELTCRAFT BUTTERFLY HEARTS,-12,2011-04-28 16:15:00,1.45,13085.0,United Kingdom
263157,C559939,22147,FELTCRAFT BUTTERFLY HEARTS,-14,2011-07-14 10:19:00,1.45,14426.0,United Kingdom
270095,C560540,22147,FELTCRAFT BUTTERFLY HEARTS,-1,2011-07-19 12:26:00,1.45,12415.0,Australia
320569,C565016,22147,FELTCRAFT BUTTERFLY HEARTS,-6,2011-08-31 16:28:00,1.45,15764.0,United Kingdom
341278,C566742,22147,FELTCRAFT BUTTERFLY HEARTS,-1,2011-09-14 14:56:00,1.45,17422.0,United Kingdom
390543,C570556,22147,FELTCRAFT BUTTERFLY HEARTS,-840,2011-10-11 11:10:00,1.25,16029.0,United Kingdom
408769,C572027,22147,FELTCRAFT BUTTERFLY HEARTS,-2,2011-10-20 11:44:00,1.45,15754.0,United Kingdom
436247,574094,22147,check,-80,2011-11-03 09:46:00,0.0,nan,United Kingdom
4858,C536812,22130,PARTY CONE CHRISTMAS DECORATION ,-144,2010-12-02 16:58:00,0.72,16546.0,United Kingdom
222008,556308,22130,sold as set on dotcom,-390,2011-06-10 10:43:00,0.0,nan,United Kingdom
531779,C580966,22130,PARTY CONE CHRISTMAS DECORATION ,-1,2011-12-06 14:52:00,0.85,16554.0,United Kingdom
212128,C555411,22694,WICKER STAR ,-40,2011-06-03 09:46:00,2.1,13069.0,United Kingdom
378245,C569636,22694,WICKER STAR ,-2,2011-10-05 12:14:00,2.1,12841.0,United Kingdom
385944,C570221,22694,WICKER STAR ,-9,2011-10-09 12:56:00,2.1,13113.0,United Kingdom
501811,C578832,22694,WICKER STAR ,-1,2011-11-25 15:18:00,2.1,13069.0,United Kingdom
167056,C550969,21790,VINTAGE SNAP CARDS,-12,2011-04-21 17:00:00,0.85,14152.0,United Kingdom
331279,C566007,21790,VINTAGE SNAP CARDS,-24,2011-09-08 12:03:00,0.85,16076.0,United Kingdom
331280,C566007,21790,VINTAGE SNAP CARDS,-48,2011-09-08 12:03:00,0.85,16076.0,United Kingdom
516177,C579877,21790,VINTAGE SNAP CARDS,-1,2011-11-30 17:07:00,0.85,16240.0,United Kingdom
66838,C541826,22149,FELTCRAFT 6 FLOWER FRIENDS,-1,2011-01-21 17:04:00,2.1,18260.0,United Kingdom
74275,C542413,22149,FELTCRAFT 6 FLOWER FRIENDS,-10,2011-01-27 17:11:00,2.1,16923.0,United Kingdom
102274,C545003,22149,FELTCRAFT 6 FLOWER FRIENDS,-1,2011-02-25 12:46:00,2.1,18231.0,United Kingdom
144540,C548748,22149,FELTCRAFT 6 FLOWER FRIENDS,-6,2011-04-04 12:28:00,2.1,15223.0,United Kingdom
188304,C553030,22149,FELTCRAFT 6 FLOWER FRIENDS,-1,2011-05-12 19:42:00,2.1,18142.0,United Kingdom
212361,C555475,22149,FELTCRAFT 6 FLOWER FRIENDS,-1,2011-06-03 12:11:00,2.1,18232.0,United Kingdom
258610,C559664,22149,FELTCRAFT 6 FLOWER FRIENDS,-1,2011-07-11 13:34:00,2.1,18142.0,United Kingdom
390542,C570556,22149,FELTCRAFT 6 FLOWER FRIENDS,-600,2011-10-11 11:10:00,1.85,16029.0,United Kingdom
395214,C571029,22149,FELTCRAFT 6 FLOWER FRIENDS,-2,2011-10-13 12:23:00,2.1,13035.0,United Kingdom
404757,571686,22149,damages,-40,2011-10-18 14:22:00,0.0,nan,United Kingdom
404758,571687,22149,check,-46,2011-10-18 14:23:00,0.0,nan,United Kingdom
519818,C580168,22321,BIRD DECORATION RED RETROSPOT,-1,2011-12-02 11:34:00,0.85,12465.0,Belgium
516372,C579886,22594,CHRISTMAS GINGHAM TREE,-1,2011-11-30 17:39:00,0.85,15676.0,United Kingdom
4855,C536812,22593,CHRISTMAS GINGHAM STAR,-144,2010-12-02 16:58:00,0.72,16546.0,United Kingdom
4856,C536812,22595,CHRISTMAS GINGHAM HEART,-144,2010-12-02 16:58:00,0.72,16546.0,United Kingdom
428881,573503,22595,check,-80,2011-10-31 12:03:00,0.0,nan,United Kingdom
155417,C549986,22750,FELTCRAFT PRINCESS LOLA DOLL,-2,2011-04-13 16:03:00,3.75,18178.0,United Kingdom
263145,C559939,22750,FELTCRAFT PRINCESS LOLA DOLL,-4,2011-07-14 10:19:00,3.75,14426.0,United Kingdom
301108,C563240,22616,PACK OF 12 LONDON TISSUES ,-12,2011-08-15 10:06:00,0.29,15048.0,United Kingdom
434920,C574065,22616,PACK OF 12 LONDON TISSUES ,-12,2011-11-02 14:43:00,0.39,13271.0,United Kingdom
178019,552225,22775,missing,-40,2011-05-06 15:26:00,0.0,nan,United Kingdom
365742,C568714,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,-8,2011-09-28 16:04:00,1.25,16332.0,United Kingdom
367307,C568879,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,-20,2011-09-29 12:38:00,1.25,14680.0,United Kingdom
273688,C560855,22899,CHILDREN'S APRON DOLLY GIRL ,-1,2011-07-21 13:00:00,2.1,14410.0,United Kingdom
331031,C565962,22899,CHILDREN'S APRON DOLLY GIRL ,-1,2011-09-08 11:25:00,2.1,14410.0,United Kingdom
405017,C571707,22899,CHILDREN'S APRON DOLLY GIRL ,-3,2011-10-18 15:33:00,2.1,14056.0,United Kingdom
113840,C545997,22367,CHILDRENS APRON SPACEBOY DESIGN,-8,2011-03-08 14:35:00,1.95,12679.0,France
131681,C547581,22367,CHILDRENS APRON SPACEBOY DESIGN,-1,2011-03-24 10:58:00,1.95,12474.0,Germany
254262,C559303,22367,CHILDRENS APRON SPACEBOY DESIGN,-2,2011-07-07 12:49:00,1.95,13510.0,United Kingdom
273686,C560855,22367,CHILDRENS APRON SPACEBOY DESIGN,-1,2011-07-21 13:00:00,1.95,14410.0,United Kingdom
331032,C565962,22367,CHILDRENS APRON SPACEBOY DESIGN,-2,2011-09-08 11:25:00,1.95,14410.0,United Kingdom
352735,C567681,22367,CHILDRENS APRON SPACEBOY DESIGN,-7,2011-09-21 16:24:00,1.95,15433.0,United Kingdom
387481,C570290,22367,CHILDRENS APRON SPACEBOY DESIGN,-8,2011-10-10 11:54:00,1.95,14665.0,United Kingdom
390005,C570490,22367,CHILDRENS APRON SPACEBOY DESIGN,-2,2011-10-10 17:16:00,1.95,14356.0,United Kingdom
424159,C573228,22367,CHILDRENS APRON SPACEBOY DESIGN,-1,2011-10-28 11:54:00,1.95,16764.0,United Kingdom
472198,C576670,22367,CHILDRENS APRON SPACEBOY DESIGN,-1,2011-11-16 11:55:00,1.95,16393.0,United Kingdom
481180,C577351,22367,CHILDRENS APRON SPACEBOY DESIGN,-2,2011-11-18 15:37:00,1.95,17728.0,United Kingdom
5232,C536850,22942,CHRISTMAS LIGHTS 10 SANTAS ,-48,2010-12-03 09:47:00,7.65,14213.0,United Kingdom
29055,C538693,22942,CHRISTMAS LIGHTS 10 SANTAS ,-1,2010-12-14 09:59:00,8.5,16558.0,United Kingdom
32870,C539195,22942,CHRISTMAS LIGHTS 10 SANTAS ,-5,2010-12-16 12:05:00,8.5,12748.0,United Kingdom
33086,C539221,22942,CHRISTMAS LIGHTS 10 SANTAS ,-10,2010-12-16 12:56:00,8.5,14911.0,EIRE
44917,C540246,22942,CHRISTMAS LIGHTS 10 SANTAS ,-1,2011-01-05 15:43:00,8.5,13081.0,United Kingdom
45145,C540250,22942,CHRISTMAS LIGHTS 10 SANTAS ,-1,2011-01-05 16:02:00,8.5,17511.0,United Kingdom
52436,C540793,22942,CHRISTMAS LIGHTS 10 SANTAS ,-1,2011-01-11 11:53:00,8.5,14295.0,United Kingdom
84074,C543368,22942,CHRISTMAS LIGHTS 10 SANTAS ,-3,2011-02-07 14:46:00,8.5,18245.0,United Kingdom
121563,C546773,22942,CHRISTMAS LIGHTS 10 SANTAS ,-2,2011-03-16 15:42:00,8.5,14505.0,United Kingdom
407332,C571860,22942,CHRISTMAS LIGHTS 10 SANTAS ,-1,2011-10-19 13:42:00,8.5,14175.0,United Kingdom
507366,C579178,22942,CHRISTMAS LIGHTS 10 SANTAS ,-2,2011-11-28 14:55:00,8.5,12362.0,Belgium
517653,C580072,22942,CHRISTMAS LIGHTS 10 SANTAS ,-1,2011-12-01 14:02:00,7.65,16240.0,United Kingdom
385934,C570221,21976,PACK OF 60 MUSHROOM CAKE CASES,-5,2011-10-09 12:56:00,0.55,13113.0,United Kingdom
394049,C570867,21976,PACK OF 60 MUSHROOM CAKE CASES,-24,2011-10-12 16:17:00,0.55,12607.0,USA
57312,C541201,22951,60 CAKE CASES DOLLY GIRL DESIGN,-24,2011-01-14 12:05:00,0.55,13081.0,United Kingdom
134561,C547854,22951,60 CAKE CASES DOLLY GIRL DESIGN,-24,2011-03-27 12:12:00,0.55,14586.0,United Kingdom
240680,C558110,22951,60 CAKE CASES DOLLY GIRL DESIGN,-24,2011-06-26 15:47:00,0.55,17731.0,United Kingdom
394014,C570867,22951,60 CAKE CASES DOLLY GIRL DESIGN,-24,2011-10-12 16:17:00,0.55,12607.0,USA
404827,C571695,22951,60 CAKE CASES DOLLY GIRL DESIGN,-24,2011-10-18 14:46:00,0.55,14776.0,United Kingdom
13042,C537413,22834,HAND WARMER BABUSHKA DESIGN,-72,2010-12-06 15:07:00,2.1,14409.0,United Kingdom
27389,C538536,22834,HAND WARMER BABUSHKA DESIGN,-48,2010-12-13 10:40:00,0.85,15881.0,United Kingdom
44925,C540246,22834,HAND WARMER BABUSHKA DESIGN,-1,2011-01-05 15:43:00,1.85,13081.0,United Kingdom
74438,C542426,22834,HAND WARMER BABUSHKA DESIGN,-48,2011-01-28 09:32:00,0.85,14146.0,United Kingdom
135285,C547889,22834,HAND WARMER BABUSHKA DESIGN,-1,2011-03-28 10:02:00,2.1,14410.0,United Kingdom
172192,C551522,22834,HAND WARMER BABUSHKA DESIGN,-1,2011-05-01 11:59:00,2.1,14800.0,United Kingdom
501792,C578832,22834,HAND WARMER BABUSHKA DESIGN,-32,2011-11-25 15:18:00,2.1,13069.0,United Kingdom
289135,C562221,21916,SET 12 RETRO WHITE CHALK STICKS,-24,2011-08-03 14:22:00,0.42,16525.0,United Kingdom
478924,577111,22587,check,-41,2011-11-17 17:55:00,0.0,nan,United Kingdom
39449,C539644,22472,TV DINNER TRAY DOLLY GIRL,-1,2010-12-20 15:52:00,4.95,12471.0,Germany
95317,C544451,22472,TV DINNER TRAY DOLLY GIRL,-1,2011-02-20 12:31:00,4.95,13097.0,United Kingdom
84712,C543431,22551,PLASTERS IN TIN SPACEBOY,-1,2011-02-08 11:37:00,1.65,12474.0,Germany
87151,C543638,22551,PLASTERS IN TIN SPACEBOY,-1,2011-02-10 16:40:00,1.65,16403.0,United Kingdom
242250,C558326,22551,PLASTERS IN TIN SPACEBOY,-1,2011-06-28 11:59:00,1.65,13300.0,United Kingdom
309608,C564134,22551,PLASTERS IN TIN SPACEBOY,-1,2011-08-23 11:02:00,1.65,12456.0,Switzerland
394032,C570867,22551,PLASTERS IN TIN SPACEBOY,-12,2011-10-12 16:17:00,1.65,12607.0,USA
458450,C575839,22551,PLASTERS IN TIN SPACEBOY,-11,2011-11-11 11:40:00,1.65,12517.0,Germany
475633,C576908,22551,PLASTERS IN TIN SPACEBOY,-1,2011-11-17 09:39:00,1.65,12670.0,France
497448,C578371,22551,PLASTERS IN TIN SPACEBOY,-1,2011-11-24 11:16:00,1.65,14410.0,United Kingdom
39446,C539644,22554,PLASTERS IN TIN WOODLAND ANIMALS,-2,2010-12-20 15:52:00,1.65,12471.0,Germany
131682,C547581,22554,PLASTERS IN TIN WOODLAND ANIMALS,-1,2011-03-24 10:58:00,1.65,12474.0,Germany
446378,C574894,22554,PLASTERS IN TIN WOODLAND ANIMALS,-12,2011-11-07 14:43:00,1.65,12597.0,Spain
458449,C575839,22554,PLASTERS IN TIN WOODLAND ANIMALS,-12,2011-11-11 11:40:00,1.65,12517.0,Germany
497453,C578371,22554,PLASTERS IN TIN WOODLAND ANIMALS,-2,2011-11-24 11:16:00,1.65,14410.0,United Kingdom
441970,C574658,22534,MAGIC DRAWING SLATE SPACEBOY ,-2,2011-11-06 11:44:00,0.42,15426.0,United Kingdom
134562,C547854,22530,MAGIC DRAWING SLATE DOLLY GIRL ,-24,2011-03-27 12:12:00,0.42,14586.0,United Kingdom
32390,C539068,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,-36,2010-12-15 16:56:00,1.25,13266.0,United Kingdom
38445,C539576,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,-24,2010-12-20 12:25:00,2.95,14911.0,EIRE
364007,C568598,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,-2,2011-09-28 11:19:00,2.95,15737.0,United Kingdom
367295,C568879,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,-4,2011-09-29 12:38:00,2.95,14680.0,United Kingdom
203633,C554531,21494,ROTATING LEAVES T-LIGHT HOLDER,-2,2011-05-24 17:30:00,1.25,12463.0,Belgium
345740,C567177,22938,CUPCAKE LACE PAPER SET 6,-24,2011-09-18 13:42:00,1.95,15533.0,United Kingdom
385341,C570194,22938,CUPCAKE LACE PAPER SET 6,-12,2011-10-07 15:36:00,1.95,16918.0,United Kingdom
394016,C570867,22938,CUPCAKE LACE PAPER SET 6,-12,2011-10-12 16:17:00,1.95,12607.0,USA
434707,C574057,22938,CUPCAKE LACE PAPER SET 6,-12,2011-11-02 14:10:00,1.95,14102.0,United Kingdom
30973,C538882,21892,TRADITIONAL WOODEN CATCH CUP GAME ,-12,2010-12-14 15:56:00,1.25,12797.0,Portugal
459798,C575879,21892,TRADITIONAL WOODEN CATCH CUP GAME ,-1,2011-11-11 13:30:00,1.25,13588.0,United Kingdom
11504,C537251,21890,S/6 WOODEN SKITTLES IN COTTON BAG,-2,2010-12-06 10:45:00,2.95,nan,United Kingdom
206299,C554925,21890,S/6 WOODEN SKITTLES IN COTTON BAG,-1,2011-05-27 12:57:00,3.25,17272.0,United Kingdom
218477,556046,21890,missing,-140,2011-06-08 12:56:00,0.0,nan,United Kingdom
241680,C558239,21890,S/6 WOODEN SKITTLES IN COTTON BAG,-1,2011-06-27 15:24:00,3.25,16966.0,United Kingdom
243156,C558423,21890,S/6 WOODEN SKITTLES IN COTTON BAG,-1,2011-06-29 12:05:00,2.75,16966.0,United Kingdom
492504,C578124,21890,S/6 WOODEN SKITTLES IN COTTON BAG,-1,2011-11-23 10:30:00,3.25,14049.0,United Kingdom
391861,C570683,21718,RED METAL BEACH SPADE ,-1,2011-10-11 16:09:00,1.25,16161.0,United Kingdom
206128,C554871,21716,BOYS VINTAGE TIN SEASIDE BUCKET,-8,2011-05-27 10:58:00,2.55,18225.0,United Kingdom
43562,C540097,22113,GREY HEART HOT WATER BOTTLE,-4,2011-01-04 15:46:00,3.75,15373.0,United Kingdom
45908,C540307,22113,GREY HEART HOT WATER BOTTLE,-12,2011-01-06 12:58:00,3.75,15823.0,United Kingdom
352804,C567691,22113,GREY HEART HOT WATER BOTTLE,-6,2011-09-21 17:04:00,4.25,17567.0,United Kingdom
411728,C572228,22113,GREY HEART HOT WATER BOTTLE,-5,2011-10-21 14:03:00,3.75,15728.0,United Kingdom
58342,C541235,22358,KINGS CHOICE TEA CADDY ,-2,2011-01-14 17:13:00,2.95,16670.0,United Kingdom
101133,C544901,22358,KINGS CHOICE TEA CADDY ,-4,2011-02-24 13:02:00,2.95,15078.0,United Kingdom
304686,C563603,22358,KINGS CHOICE TEA CADDY ,-1,2011-08-18 06:28:00,2.95,17302.0,United Kingdom
526970,C580686,22358,KINGS CHOICE TEA CADDY ,-1,2011-12-05 15:28:00,2.95,15984.0,United Kingdom
18135,C537798,22357,KINGS CHOICE BISCUIT TIN,-1,2010-12-08 13:07:00,4.25,16553.0,United Kingdom
101134,C544901,22357,KINGS CHOICE BISCUIT TIN,-1,2011-02-24 13:02:00,4.25,15078.0,United Kingdom
111504,C545723,22357,KINGS CHOICE BISCUIT TIN,-2,2011-03-07 11:16:00,4.25,17048.0,United Kingdom
211566,C555384,22357,KINGS CHOICE BISCUIT TIN,-1,2011-06-02 15:20:00,4.25,13534.0,United Kingdom
226385,C556793,22357,KINGS CHOICE BISCUIT TIN,-5,2011-06-14 13:54:00,4.25,12818.0,Austria
369946,C569112,22357,KINGS CHOICE BISCUIT TIN,-2,2011-09-30 12:47:00,4.25,17405.0,United Kingdom
382774,C569944,22357,KINGS CHOICE BISCUIT TIN,-2,2011-10-06 18:12:00,4.25,17405.0,United Kingdom
508007,C579192,22357,KINGS CHOICE BISCUIT TIN,-4,2011-11-28 15:43:00,4.25,12657.0,France
66158,C541779,21481,FAWN BLUE HOT WATER BOTTLE,-2,2011-01-21 11:50:00,2.95,13102.0,United Kingdom
74458,C542426,21481,FAWN BLUE HOT WATER BOTTLE,-36,2011-01-28 09:32:00,2.55,14146.0,United Kingdom
323599,C565323,21481,FAWN BLUE HOT WATER BOTTLE,-1,2011-09-02 13:16:00,3.75,14606.0,United Kingdom
352943,C567705,21481,FAWN BLUE HOT WATER BOTTLE,-18,2011-09-22 09:43:00,2.95,14768.0,United Kingdom
383022,C569989,21481,FAWN BLUE HOT WATER BOTTLE,-26,2011-10-06 20:08:00,2.55,16839.0,United Kingdom
387483,C570290,21481,FAWN BLUE HOT WATER BOTTLE,-4,2011-10-10 11:54:00,3.75,14665.0,United Kingdom
433893,C574010,21481,FAWN BLUE HOT WATER BOTTLE,-1,2011-11-02 11:51:00,3.75,17841.0,United Kingdom
177224,C552049,22585,PACK OF 6 BIRDY GIFT TAGS,-24,2011-05-06 10:00:00,1.25,17548.0,United Kingdom
467903,C576375,22585,PACK OF 6 BIRDY GIFT TAGS,-1,2011-11-15 08:52:00,1.25,16878.0,United Kingdom
509535,C579347,22585,PACK OF 6 BIRDY GIFT TAGS,-20,2011-11-29 11:47:00,1.25,17658.0,United Kingdom
119806,C546623,21556,CERAMIC STRAWBERRY MONEY BOX,-1,2011-03-15 11:36:00,2.55,17954.0,United Kingdom
29050,C538691,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,-2,2010-12-14 09:56:00,1.45,14176.0,United Kingdom
129741,C547388,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,-12,2011-03-22 16:07:00,1.45,12352.0,Norway
173222,C551659,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,-1,2011-05-03 12:14:00,1.25,13668.0,United Kingdom
250427,C559030,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,-2,2011-07-05 14:51:00,1.45,16571.0,United Kingdom
184594,C552700,22650,CERAMIC PIRATE CHEST MONEY BANK,-2,2011-05-10 15:56:00,1.45,14587.0,United Kingdom
424309,C573260,22650,CERAMIC PIRATE CHEST MONEY BANK,-1,2011-10-28 12:27:00,1.45,15287.0,United Kingdom
19449,C537860,22508,DOORSTOP RETROSPOT HEART,-4,2010-12-08 16:15:00,3.75,16252.0,United Kingdom
29525,C538803,22508,DOORSTOP RETROSPOT HEART,-2,2010-12-14 11:55:00,3.75,16262.0,United Kingdom
198056,C554006,22508,DOORSTOP RETROSPOT HEART,-12,2011-05-20 12:25:00,3.75,13418.0,United Kingdom
274371,C560902,22508,DOORSTOP RETROSPOT HEART,-4,2011-07-21 17:45:00,3.75,17593.0,United Kingdom
61955,C541492,22511,RETROSPOT BABUSHKA DOORSTOP,-1,2011-01-18 14:24:00,3.75,nan,United Kingdom
171986,C551511,22829,SWEETHEART WIRE WALL TIDY,-2,2011-04-28 19:49:00,9.95,14311.0,United Kingdom
182512,C552552,22829,SWEETHEART WIRE WALL TIDY,-8,2011-05-10 10:51:00,8.5,16525.0,United Kingdom
142332,C548577,21154,RED RETROSPOT OVEN GLOVE ,-200,2011-04-01 10:46:00,1.06,13694.0,United Kingdom
201872,C554335,21154,RED RETROSPOT OVEN GLOVE ,-1,2011-05-23 17:18:00,1.25,15201.0,United Kingdom
289137,C562221,21154,RED RETROSPOT OVEN GLOVE ,-10,2011-08-03 14:22:00,1.25,16525.0,United Kingdom
347973,C567359,21154,RED RETROSPOT OVEN GLOVE ,-1,2011-09-19 16:33:00,1.25,15201.0,United Kingdom
58334,C541231,22059,CERAMIC STRAWBERRY DESIGN MUG,-1,2011-01-14 16:55:00,1.49,13455.0,United Kingdom
68420,C541868,22059,CERAMIC STRAWBERRY DESIGN MUG,-3,2011-01-24 09:30:00,1.49,14796.0,United Kingdom
100709,C544830,22059,CERAMIC STRAWBERRY DESIGN MUG,-6,2011-02-24 09:59:00,1.49,13118.0,United Kingdom
152571,C549666,22059,CERAMIC STRAWBERRY DESIGN MUG,-1,2011-04-11 12:17:00,1.49,13113.0,United Kingdom
161763,C550485,22059,CERAMIC STRAWBERRY DESIGN MUG,-9,2011-04-18 14:15:00,1.49,13317.0,United Kingdom
327458,C565671,22059,CERAMIC STRAWBERRY DESIGN MUG,-1,2011-09-06 09:30:00,1.49,14796.0,United Kingdom
385921,C570221,22059,CERAMIC STRAWBERRY DESIGN MUG,-1,2011-10-09 12:56:00,1.49,13113.0,United Kingdom
534477,C581148,22059,CERAMIC STRAWBERRY DESIGN MUG,-2,2011-12-07 14:02:00,1.49,12462.0,Spain
5259,C536853,84678,CLASSICAL ROSE SMALL VASE,-1,2010-12-03 10:07:00,2.55,14679.0,United Kingdom
76692,C542644,84678,CLASSICAL ROSE SMALL VASE,-2,2011-01-31 11:33:00,1.25,15497.0,United Kingdom
139908,548366,84678,missing,-33,2011-03-30 15:50:00,0.0,nan,United Kingdom
33699,C539287,85172,HYACINTH BULB T-LIGHT CANDLES,-80,2010-12-16 16:24:00,0.42,17655.0,United Kingdom
114493,546016,85172,Dotcom set,-675,2011-03-08 17:21:00,0.0,nan,United Kingdom
114522,546018,85172,wrongly sold as sets,-600,2011-03-08 17:23:00,0.0,nan,United Kingdom
114540,546025,85172,?sold as sets?,-600,2011-03-08 17:31:00,0.0,nan,United Kingdom
235921,C557663,85172,HYACINTH BULB T-LIGHT CANDLES,-1,2011-06-21 17:59:00,0.42,nan,EIRE
514182,579682,85172,check,-145,2011-11-30 13:33:00,0.0,nan,United Kingdom
29347,C538745,22142,CHRISTMAS CRAFT WHITE FAIRY ,-1,2010-12-14 11:27:00,1.45,16722.0,United Kingdom
74281,C542413,22142,CHRISTMAS CRAFT WHITE FAIRY ,-10,2011-01-27 17:11:00,1.45,16923.0,United Kingdom
502121,578840,22142,check,-70,2011-11-25 15:54:00,0.0,nan,United Kingdom
88059,C543755,21591,COSY HOUR CIGAR BOX MATCHES ,-24,2011-02-11 14:48:00,1.25,14304.0,United Kingdom
449879,C575142,21591,COSY HOUR CIGAR BOX MATCHES ,-30,2011-11-08 15:36:00,1.25,17183.0,United Kingdom
502119,578838,21591,check,-267,2011-11-25 15:52:00,0.0,nan,United Kingdom
229334,557029,22480,missing,-24,2011-06-16 13:29:00,0.0,nan,United Kingdom
176840,C552029,22294,HEART FILIGREE DOVE  SMALL,-2,2011-05-05 18:11:00,1.25,15622.0,United Kingdom
258440,C559651,22294,HEART FILIGREE DOVE  SMALL,-24,2011-07-11 12:43:00,1.25,13184.0,United Kingdom
381728,C569891,22294,HEART FILIGREE DOVE  SMALL,-8,2011-10-06 15:46:00,1.25,13924.0,United Kingdom
92045,C544171,21156,RETROSPOT CHILDRENS APRON,-5,2011-02-16 14:13:00,1.95,13001.0,United Kingdom
113839,C545997,21156,RETROSPOT CHILDRENS APRON,-6,2011-03-08 14:35:00,1.95,12679.0,France
146991,C549041,21156,RETROSPOT CHILDRENS APRON,-8,2011-04-05 17:22:00,1.95,17644.0,United Kingdom
174962,C551865,21156,RETROSPOT CHILDRENS APRON,-8,2011-05-04 16:23:00,1.95,17644.0,United Kingdom
188315,C553033,21156,RETROSPOT CHILDRENS APRON,-8,2011-05-12 19:50:00,1.95,13883.0,United Kingdom
273689,C560855,21156,RETROSPOT CHILDRENS APRON,-1,2011-07-21 13:00:00,1.95,14410.0,United Kingdom
331030,C565962,21156,RETROSPOT CHILDRENS APRON,-1,2011-09-08 11:25:00,1.95,14410.0,United Kingdom
339277,C566584,21156,RETROSPOT CHILDRENS APRON,-2,2011-09-13 13:59:00,1.95,17779.0,United Kingdom
246756,C558716,10133,COLOURING PENCILS BROWN TUBE,-10,2011-07-01 13:22:00,0.42,17888.0,United Kingdom
474647,576843,10133,damaged,-82,2011-11-16 15:32:00,0.0,nan,United Kingdom
209730,C555267,84836,ZINC METAL HEART DECORATION,-23,2011-06-01 16:15:00,1.25,16359.0,United Kingdom
434073,C574027,84836,ZINC METAL HEART DECORATION,-12,2011-11-02 12:32:00,1.25,13394.0,United Kingdom
150151,549340,20774,missing,-11,2011-04-08 11:02:00,0.0,nan,United Kingdom
373013,569256,20774,damaged,-14,2011-10-03 11:15:00,0.0,nan,United Kingdom
415115,572514,20774,missing,-4,2011-10-24 14:36:00,0.0,nan,United Kingdom
147802,549147,20773,missing,-4,2011-04-06 15:30:00,0.0,nan,United Kingdom
